SALES_SUM,THIRD,PRODUCT_GROUP,PRODUCER
2.7,3,TUBAKATOOTED,PHILIP MORRIS
0.79,2,PIIMATOOTED,TERE AS
1.27,1,VALMISTOIT,MAKSIKÖÖK
0.84,2,KUIVAINED,EESTI
0.32,3,JÄÄTIS,EESTI
0.45,3,PIIMATOOTED,FARMI PIIMATÖÖSTUS AS
0.55,1,KARASTUS-JA TONISEERIVAD JOOGID,A. LE COQ
3.8,2,VEIN,RETHRA KELLEREI GMBH
0.85,2,"SINK, VORST",RAKVERE LIHAKOMBINAAT AS
0.63,1,PIIM,FARMI PIIMATÖÖSTUS AS
0.99,1,JÄÄTIS,PREMIA TALLINNA KÜLMHOONE AS
1.29,3,PIIM,VALIO EESTI AS
0.75,2,KOMMID,KALEV
1.09,3,HÜGIEENITOOTED,VELVERA
1.09,3,PIIM,FARMI PIIMATÖÖSTUS AS
3.16,2,KOMMID,ROSHEN
0.8,2,"KALENDRID, PERIOODIKA",VENEMAA
1.83,1,VALMISTOIT,RAKVERE MAKSIMARKETI KÖÖK
1.1,2,LEMMIKLOOMATOIDUD,MARS
1.57,1,VÄRSKE KÖÖGIVILI,EESTI
3.35,2,KOHV,GUSTAV PAULIG LDT
0.95,3,PAGARITOOTED,LEIBUR AS
2.8,1,TÖÖRIISTAD,EUROOPA LIIT
1.15,3,LEMMIKLOOMAKAUBAD,PLOMP & ZN BV
2.35,2,KONDIITRITOOTED,EESTI PAGAR
0.75,2,JOGURT,MILKON
1.15,2,ÕLU,SAKU ÕLLETEHAS
0.89,3,PIIMATOOTED,FARMI PIIMATÖÖSTUS AS
7.83,1,MAHL,A. LE COQ
0.35,3,HOMMIKUSÖÖGID,RIGAS DZIRNAVNIEKS
0.3,2,PÕHIROA KONTSENTRAADID,OOO MAREVEN FOOD
1.39,1,KÜLMUTATUD LIHA JA LIND,PREMIA TALLINNA KÜLMHOONE AS
0.29,1,ÐOKOLAADID,KRAFT FOODS
1.05,2,JÄÄTIS,EESTI
13.99,1,HÜGIEENITOOTED,PROCTER&GAMBLE
6.79,3,ÕLU,SAKU ÕLLETEHAS
21.7,2,KANGE ALKOHOL,"RAYNAL & CIE, PRANTSUSMAA"
0.58,3,PIIM,FARMI PIIMATÖÖSTUS AS
1.65,2,VESI,IDS BORJOMI BEVERAGES CO N.V
1.06,4,PIIM,FARMI PIIMATÖÖSTUS AS
0.79,3,KARASTUS-JA TONISEERIVAD JOOGID,COCA-COLA HBC
0.27,2,VESI,EESTI
0.57,3,VÄRSKE KÖÖGIVILI,EESTI
2.14,1,VALMISTOIT,NÕO LIHATÖÖSTUS AS
1.69,1,VALMISTOIT,RAKVERE LIHAKOMBINAAT AS
1.75,3,VALMISTOIT,FARMI PIIMATÖÖSTUS AS
0.58,1,PIIM,FARMI PIIMATÖÖSTUS AS
1.59,1,VALMISTOIT,MAKSIKÖÖK
3.31,3,LEMMIKLOOMAKAUBAD,TOLSA S.A.
0.68,3,LEMMIKLOOMATOIDUD,SAKSAMAA
1.15,2,JUUSTUD,EESTI JUUSTU TOOTMISE OÜ
2.8,1,TUBAKATOOTED,IMPERIAL TOBACCO
2.37,1,VÄRSKE LIHA,RAKVERE LIHAKOMBINAAT AS
0.81,1,KARASTUS-JA TONISEERIVAD JOOGID,A. LE COQ
1.79,3,KÜLMUTATUD LIHA JA LIND,ARIOLS
1.75,1,TÖÖDELDUD KALATOOTED,ÖSEL FISH OÜ
0.42,1,PAGARITOOTED,LEIBUR AS
2.46,1,KODUKAUBAD,ROOTSI
0.75,1,PIIMATOOTED,TERE AS
1.25,1,KÖÖGIVILJAKONSERV,PÕLTSAMAA FELIX AS
0.99,3,"VÕI, MARGARIIN, VÕIDED",RAISIO OY
4.36,1,KÜLMUTATUD LIHA JA LIND,RAKVERE LIHAKOMBINAAT AS
1.77,3,JUUSTUD,POOLA
1.09,3,"SINK, VORST",EESTI
5.1,1,ÕLU,A. LE COQ
0.75,2,HOMMIKUSÖÖGID,EUROOPA LIIT
0.79,3,PAGARITOOTED,EESTI PAGAR
0.58,3,PIIM,FARMI PIIMATÖÖSTUS AS
0.8,3,"KALENDRID, PERIOODIKA",LEHEPUNKT
1.77,1,ÐOKOLAADID,ZAINI
2.99,1,KALA POOLTOOTED,PLUNGES KOOPERATINE PREKYBA
0.55,3,PAGARITOOTED,FAZER EESTI AS
0.17,3,"VIHIKUD, KAUSTIKUD",BRADLEY
0.39,4,KOMMID,KALEV
0.75,1,PIIMATOOTED,VALIO EESTI AS
7.17,3,VÄRSKE LIHA,TALLEGG AS
0.19,2,KOHV,NESTLE
1.75,1,"KÜPSISED, VAHVLID",HAMLET
0.69,2,PIIMATOOTED,TERE AS
1.29,2,"SINK, VORST",ATRIA EESTI AS
1.75,2,KRÕPSUD,LATFOOD
1.6,1,"SINK, VORST",RANNAROOTSI LIHATÖÖSTUS
0.85,1,LAHJAD ALKOH.JOOGID,A. LE COQ
0.99,3,MUNAD,EESTI
0.95,2,PAGARITOOTED,FAZER EESTI AS
2.1,1,VALMISTOIT,TALLEGG AS
2.95,3,LAHJAD ALKOH.JOOGID,ALDARIS AS
7.55,2,KANGE ALKOHOL,LIVIKO
2,1,NÕUD,KOOPMAN
1.95,3,VALMISTOIT,MAKSIKÖÖK
1.75,3,JÕUL HOOAJALISED DEKOREERIMISKAUBAD,SOOME
0.54,1,PIIM,FARMI PIIMATÖÖSTUS AS
0.99,2,MUNAD,EESTI
1.18,3,PIIMATOOTED,TERE AS
1.15,2,TÖÖDELDUD KALATOOTED,LIGNESA UAB
0.75,3,PAGARITOOTED,EESTI LEIVATÖÖSTUS
1.31,3,VÄRSKE PUUVILI,EGIPTUS
2.28,1,SUHKUR,SOOME
2.09,2,VÄRSKE LIHA,RAKVERE LIHAKOMBINAAT AS
1.3,1,VALMISTOIT,RAKVERE LIHAKOMBINAAT AS
0.99,1,LAHJAD ALKOH.JOOGID,SAKU ÕLLETEHAS
1.2,2,PIIMATOOTED,TERE AS
1.3,2,KODUKEEMIA,EUROOPA LIIT
1.59,1,PIIMATOOTED,VALIO EESTI AS
1.19,4,VALMISTOIT,RAKVERE LIHAKOMBINAAT AS
3.49,1,VÄRSKE LIHA,NÕO LIHATÖÖSTUS AS
0.32,2,JÄÄTIS,EESTI
1.39,3,LAHJAD ALKOH.JOOGID,SINEBRYCHOFF AB OY
0.65,4,PAGARITOOTED,LEIBUR AS
0.63,3,VÄRSKE PUUVILI,PANAMA
1.09,1,PIIM,TERE AS
0.23,1,KARTUL,EESTI
0.95,4,HOMMIKUSÖÖGID,PALASEJA UAB
2.69,1,"SINK, VORST",ATRIA EESTI AS
0.31,1,ÐOKOLAADID,FERRERO
0.65,2,PIIMATOOTED,VALIO EESTI AS
0.69,3,"KÜPSISED, VAHVLID",ADUGS SIA LÄTI
0.49,2,SUUVÄRSKENDAJAD,WRIGLEY
0.69,2,ÐOKOLAADID,MARS
0.58,3,PIIM,FARMI PIIMATÖÖSTUS AS
1.29,1,LEMMIKLOOMATOIDUD,EUROOPA LIIT
1.61,1,VÄRSKE LIHA,TALLEGG AS
0.76,2,PIIMATOOTED,EESTI
0.75,3,KRÕPSUD,FRITO-LAY POLAND
1.58,2,PAGARITOOTED,LEIBUR AS
0.89,1,PIIMATOOTED,FARMI PIIMATÖÖSTUS AS
1.09,3,VÄRSKE KÖÖGIVILI,NA
0.35,2,PIIMATOOTED,FARMI PIIMATÖÖSTUS AS
1.75,2,VALMISTOIT,MAKSIKÖÖK
3.09,2,"SINK, VORST",SAAREMAA LIHATÖÖSTUS OÜ
3.19,3,KANGE ALKOHOL,REMEDIA
1.79,3,PAGARITOOTED,EESTI PAGAR
0.95,2,PAGARITOOTED,LEIBUR AS
0.82,3,KONDIITRITOOTED,EUROLEIB AS
0.64,3,JÄÄTIS,EESTI
1.39,1,LEMMIKLOOMATOIDUD,NESTLE
1.38,2,MAHL,A. LE COQ
3.2,2,TUBAKATOOTED,JT INTERNATIONAL
1.19,3,"SINK, VORST",RANNAROOTSI LIHATÖÖSTUS
3.05,1,KÜPSETUSRASVAD,CARGILL OIL PACKERS BVBA
0.49,3,KUIVAINED,TESKATEL
8.84,3,VÄRSKE LIHA,ATRIA EESTI AS
1.78,3,KONDIITRITOOTED,ARISTIN GRUPP
0.95,1,PIIM,TERE AS
0.39,2,VÄRSKE KÖÖGIVILI,EESTI
2.98,1,PIIMATOOTED,VALIO EESTI AS
2.78,3,KUIV.PUUV. JA PÄHKLID,TÜRGI
5.28,1,PIIM,VALIO EESTI AS
5.93,2,"SINK, VORST",RANNAROOTSI LIHATÖÖSTUS
0.39,2,MAHL,PÕLTSAMAA FELIX AS
1.39,3,PUUVILJAKONSERVID,EUROOPA LIIT
0.99,3,KUIVAINED,HALJAS PAKKETSEHH
0.69,3,PIIMATOOTED,EESTI
2.4,1,TUBAKATOOTED,IMPERIAL TOBACCO
2.39,1,VÄRSKE LIHA,ATRIA EESTI AS
5.8,1,TUBAKATOOTED,JT INTERNATIONAL
0.65,1,PIIM,FARMI PIIMATÖÖSTUS AS
0.75,2,KARASTUS-JA TONISEERIVAD JOOGID,COCA-COLA HBC
0.89,3,KÜLMUT.KÖÖGIVILI,OERLEMANS FOODS SP. Z O.O.
0.24,2,KARTUL,EESTI
1.2,1,"KALENDRID, PERIOODIKA",LEHEPUNKT
1.15,2,VÄRSKE KÖÖGIVILI,EESTI
2.76,1,"SINK, VORST",OSKAR LT AS
1.55,2,KRÕPSUD,FRITO-LAY POLAND
1.31,3,PIIMATOOTED,EESTI
2.55,2,ÕLU,A. LE COQ
1.77,1,"SINK, VORST",RANNAROOTSI LIHATÖÖSTUS
0.69,1,VÄRSKE KÖÖGIVILI,PRANTSUSMAA
1.29,1,VALMISTOIT,RANNAROOTSI LIHATÖÖSTUS
1.99,3,"SINK, VORST",RANNAROOTSI LIHATÖÖSTUS
1.19,3,PUUVILJAKONSERVID,TAI
0.99,3,KOMMID,MARS
0.54,2,PIIM,FARMI PIIMATÖÖSTUS AS
0.99,1,JÄÄTIS,PREMIA TALLINNA KÜLMHOONE AS
1.75,1,KALA POOLTOOTED,LEEDU
2.09,3,"VÕI, MARGARIIN, VÕIDED","PÜ E-PIIM, PÕLTSAMAA MEIEREI"
8.99,3,POISTE MÄNGUASJAD,MATTEL
0.9,1,"SUPID, PULJONGID, KASTMED",UNILEVER
0.69,3,PIIMATOOTED,TERE AS
1.53,1,HÜGIEENITOOTED,SCA HYGIENE
1.25,2,TÖÖDELDUD KALATOOTED,EUROOPA LIIT
0.57,3,"SUPID, PULJONGID, KASTMED",PODRAVKA
0.35,3,PIIMATOOTED,FARMI PIIMATÖÖSTUS AS
1.59,1,HÜGIEENITOOTED,KIMBERLY CLARK SA
1.71,1,LEMMIKLOOMATOIDUD,MARS
0.89,3,PAGARITOOTED,FAZER EESTI AS
0.45,1,HÜGIEENITOOTED,CASATREND
9.9,2,TUBAKATOOTED,PHILIP MORRIS
1.45,2,VALMISTOIT,FREIBERGER
2.8,2,TUBAKATOOTED,IMPERIAL TOBACCO
0.79,2,KARASTUS-JA TONISEERIVAD JOOGID,A. LE COQ
1.19,3,KODUKAUBAD,EUROOPA LIIT
0.65,1,PAGARITOOTED,EESTI LEIVATÖÖSTUS
0.49,2,"SUPID, PULJONGID, KASTMED",NESTLE
4,3,P SÄRGID,ROOTSI
4.44,1,VÄRSKE LIHA,ATRIA EESTI AS
1.2,2,KÜLMUT.KÖÖGIVILI,POLSKI OGROD
2.89,1,NÕUD,ASI COLLECTION
0.16,2,KODUKAUBAD,EESTI
2.15,1,KOSMEETIKA,ORTO
2.49,2,KÜLMAD KASTMED,SPILVA
0.4,1,TUBAKATOOTED,HANSACANDLE
1.26,4,KODUKAUBAD,EUROOPA LIIT
1.55,3,VALMISTOIT,RAKVERE LIHAKOMBINAAT AS
0.59,3,PAGARITOOTED,EESTI PAGAR
1.39,4,KOMMID,KALEV
0.75,1,VÄRSKE KÖÖGIVILI,PRANTSUSMAA
0.6,3,ÐOKOLAADID,NESTLE
2.79,2,JÄÄTIS,PREMIA TALLINNA KÜLMHOONE AS
3.09,2,KOSMEETIKA,PROCTER&GAMBLE
1.59,2,VESI,IDS BORJOMI BEVERAGES CO N.V
1.15,2,"SINK, VORST",NÕO LIHATÖÖSTUS AS
0.49,3,PAGARITOOTED,EESTI PAGAR
0.89,3,KOMMID,KALEV
1.82,3,VÄRSKE LIHA,ATRIA EESTI AS
4.19,3,KOHV,GUSTAV PAULIG LDT
4.03,3,"SINK, VORST",RANNAROOTSI LIHATÖÖSTUS
0.5,1,JOGURT,FARMI PIIMATÖÖSTUS AS
0.65,3,MAHL,A. LE COQ
0.89,1,LEMMIKLOOMATOIDUD,NESTLE
2.19,1,KODUKAUBAD,METSÄ TISSUE
0.99,2,PIIMATOOTED,MOKATE
2.18,3,MAHL,GUTTA
2.67,3,VÄRSKE LIHA,ARKE LIHATÖÖSTUS
0.3,2,VÄRSKE KÖÖGIVILI,EESTI
0.1,3,"VIHIKUD, KAUSTIKUD",SMEAD EESTI AS
0.65,2,PAGARITOOTED,LEIBUR AS
0.39,3,LEMMIKLOOMATOIDUD,NESTLE
1.37,1,"SINK, VORST",NÕO LIHATÖÖSTUS AS
1.49,1,VÄRSKE KÖÖGIVILI,MAROKO
1.78,1,VALMISTA ISE,DOBELES DZIRNAVIEKS AS
0.65,2,VÄLISMAINE RAHVUSTOIT,SANTA MARIA AS
1.05,2,JÄÄTIS,EESTI
0.55,3,VALMISTOIT,MAKSIKÖÖK
0.65,1,PIIMATOOTED,VALIO EESTI AS
0.99,1,KOMMID,HISPAANIA
1.77,3,VÄRSKE KÖÖGIVILI,MAROKO
0.41,3,VÄRSKE PUUVILI,PANAMA
2.97,1,KALAKONSERVID,LÄTI
0.85,1,ÕLU,A. LE COQ
0.95,4,HÜGIEENITOOTED,LEEDU
0.49,3,PAGARITOOTED,EESTI PAGAR
0.99,1,KUIV.PUUV. JA PÄHKLID,RHUMVELD BALTIC OÜ
1.55,1,KÖÖGIVILJAKONSERV,BONDUELLE NAGYKOROS KFT
1.95,4,"KALENDRID, PERIOODIKA",NA
3.256,1,LILLEPOTID JA POTIÜMBRISED,HIINA
0.75,1,KÜLMUTATUD LIHA JA LIND,EESTI
0.89,3,"SINK, VORST",ATRIA EESTI AS
0.22,1,VÄRSKE KÖÖGIVILI,LEEDU
5.89,1,KANGE ALKOHOL,ALCORDISTILLERY OÜ
3.49,3,VÄRSKE LIHA,RAKVERE LIHAKOMBINAAT AS
1.69,1,JUUSTUD,ZEMAITIJOS PIENAS AB
1.35,2,ÐOKOLAADID,MONDELEZ INTERNATIONAL
1.45,2,KÜLMAD KASTMED,PÕLTSAMAA FELIX AS
0.96,3,PIIMATOOTED,ZOTT
1.05,3,KÜLMUT.KÖÖGIVILI,DAUCY
0.19,1,PIIMATOOTED,EESTI
1.25,2,KUIVAINED,TARTU VESKI AS
1.55,2,PIIMATOOTED,VALIO EESTI AS
6.45,2,VÄRSKE LIHA,TALLEGG AS
2.29,3,"SINK, VORST",RANNAROOTSI LIHATÖÖSTUS
0.75,1,"KÜPSISED, VAHVLID",POOLA
1.45,1,ÐOKOLAADID,KALEV
2.4,3,KUIV.PUUV. JA PÄHKLID,LEEDU
4.99,1,JALATSITE HOOLDUSVAHENDID,SC JOHNSON
0.64,3,"KÜPSISED, VAHVLID",STABURADZES KONDITOREJA SIA
1.69,2,KRÕPSUD,LATFOOD
6.09,2,ÕLU,A. LE COQ
1.29,2,KONDIITRITOOTED,EESTI PAGAR
1.38,1,JÄÄTIS,PREMIA TALLINNA KÜLMHOONE AS
0.79,3,KARASTUS-JA TONISEERIVAD JOOGID,A. LE COQ
0.77,3,PAGARITOOTED,EESTI PAGAR
0.45,3,PAGARITOOTED,EESTI PAGAR
0.75,3,KONDIITRITOOTED,EESTI PAGAR
5.5,2,TUBAKATOOTED,PHILIP MORRIS
0.73,3,KALAKONSERVID,LÄTI
0.46,3,PAGARITOOTED,EESTI PAGAR
1.19,2,PAGARITOOTED,LEIBUR AS
0.58,1,PIIM,FARMI PIIMATÖÖSTUS AS
0.79,4,KARASTUS-JA TONISEERIVAD JOOGID,A. LE COQ
1.8,3,PIIMATOOTED,TERE AS
2,1,"KALENDRID, PERIOODIKA",EESTI LOTO
5.9,3,LEMMIKLOOMATOIDUD,MARS
0.35,2,VÄRSKE KÖÖGIVILI,EESTI
1.63,3,KOMMID,KALEV
0.99,3,PIIM,VALIO EESTI AS
0.55,3,PAGARITOOTED,EESTI PAGAR
0.59,3,PIIM,FARMI PIIMATÖÖSTUS AS
1.85,3,KÖÖGIVILJAKONSERV,PÕLTSAMAA FELIX AS
0.55,3,ÐOKOLAADID,FAZER CONFECTINERY
0.98,1,VÄRSKE LIHA,NÕO LIHATÖÖSTUS AS
0.59,2,KÜLMAD KASTMED,PARMALAT S.P.A.
1.38,3,"SINK, VORST",ATRIA EESTI AS
0.89,2,PAGARITOOTED,EESTI PAGAR
2.75,2,TUBAKATOOTED,PHILIP MORRIS
3.89,3,LASTETOIDUD,POOLA
0.49,3,VALMISTOIT,MAKSIKÖÖK
1.29,2,VALMISTOIT,EUROOPA LIIT
2.75,3,VALMISTOIT,MAKSIKÖÖK
1.29,3,"SINK, VORST",RAKVERE LIHAKOMBINAAT AS
1.28,4,PASTA,EUROOPA LIIT
5.381,3,VÄRSKE LIHA,OSKAR LT AS
1.75,3,KODUKEEMIA,HENKEL
0.7,2,PAGARITOOTED,EESTI PAGAR
1.45,1,KONDIITRITOOTED,EESTI LEIVATÖÖSTUS
0.79,3,PIIM,FARMI PIIMATÖÖSTUS AS
0.72,2,PAGARITOOTED,LEIBUR AS
3.45,3,KOMMID,SAKSAMAA
0.53,1,PAGARITOOTED,LEIBUR AS
1.25,2,"SINK, VORST",ARKE LIHATÖÖSTUS
0.75,1,PIIMATOOTED,VALIO EESTI AS
0.84,3,JÄÄTIS,UNILEVER LIETUVA DISTRIBUCIJA
1.95,2,PIIM,TERE AS
1.5,1,PIIMATOOTED,FARMI PIIMATÖÖSTUS AS
1.49,3,ÕLU,KROMBAHER BRAUEREI
7.95,3,"VALGUSTID, VALGUSELEMENDID",EUROOPA LIIT
1.12,2,"KÜPSISED, VAHVLID",MARMITON
1.16,3,PIIM,TERE AS
1.35,3,KOMMID,KALEV
0.45,1,KUIV.PUUV. JA PÄHKLID,EUROOPA LIIT
2.15,2,TÖÖDELDUD KALATOOTED,VIRU RAND OÜ
3.2,3,TUBAKATOOTED,PHILIP MORRIS
1.35,2,KARASTUS-JA TONISEERIVAD JOOGID,DIS B.V
5.15,2,TÖÖDELDUD KALATOOTED,M.V.WOOL AS
1.15,3,TEE,UNILEVER
0.76,1,KÜLMAD KASTMED,PÕLTSAMAA FELIX AS
1.2,3,PÕHIROA KONTSENTRAADID,OOO MAREVEN FOOD
0.8,2,KOMMID,HARIBO
0.57,2,SUHKUR,SOOME
1.15,2,"SINK, VORST",OSKAR LT AS
1.45,3,PIIMATOOTED,VALIO EESTI AS
1.35,1,MAHL,GUTTA
1.45,2,KODUKEEMIA,PROCTER&GAMBLE
0.65,2,ÐOKOLAADID,LEAF
1.09,3,JOGURT,FARMI PIIMATÖÖSTUS AS
2.39,2,KODUKAUBAD,SCA HYGIENE
0.63,2,ÕLU,SAKU ÕLLETEHAS
1.25,2,TÖÖDELDUD KALATOOTED,EUROOPA LIIT
0.69,1,KARASTUS-JA TONISEERIVAD JOOGID,EESTI
1.39,4,"SINK, VORST",ATRIA EESTI AS
0.54,3,"SINK, VORST",RAKVERE LIHAKOMBINAAT AS
0.79,1,PIIMATOOTED,FARMI PIIMATÖÖSTUS AS
0.5,1,VÄRSKE KÖÖGIVILI,HISPAANIA
3.2,1,VÄRSKE LIHA,ATRIA EESTI AS
2.95,3,JUUSTUD,FARMI PIIMATÖÖSTUS AS
1.01,1,VALMISTOIT,NARVA KONSUMI KÖÖK
1.3,1,JÄÄTIS,UNILEVER POLSKA SA
1.52,2,MAHL,A. LE COQ
3.1,2,KARASTUS-JA TONISEERIVAD JOOGID,COCA-COLA HBC
0.52,1,VESI,A. LE COQ
12.79,3,KANGE ALKOHOL,BACARDI GMBH
1.13,1,JUUSTUD,ESTOVER PIIMATÖÖSTUS
1.49,3,KARASTUS-JA TONISEERIVAD JOOGID,COCA-COLA HBC
1.78,3,"SINK, VORST",ATRIA EESTI AS
0.64,2,PIIMATOOTED,FARMI PIIMATÖÖSTUS AS
1.49,1,JAHUTUST VAJAVAD MAHLAD JA MAHLAJOOGID,PÕLTSAMAA FELIX AS
0.99,1,MUNAD,EESTI
1.25,3,LEMMIKLOOMATOIDUD,POOLA
1.15,2,JUUSTUD,EESTI JUUSTU TOOTMISE OÜ
0.69,4,PAGARITOOTED,EESTI PAGAR
0.18,2,KOMMID,FAZER CONFECTINERY
1.69,3,"SINK, VORST",RAKVERE LIHAKOMBINAAT AS
1.69,1,PIIMATOOTED,VALIO EESTI AS
0.53,3,PAGARITOOTED,LEIBUR AS
1.35,2,ÐOKOLAADID,FAZER CONFECTINERY
0.95,3,PAGARITOOTED,LEIBUR AS
0.32,1,KUIV.PUUV. JA PÄHKLID,MOGYI
2.89,3,AUTOKAUBAD,HOLLAND
0.65,1,KOMMID,LEAF
0.95,1,ÕLU,A. LE COQ
1.14,3,PIIM,EESTI MAHE TÜ
0.3,3,KARASTUS-JA TONISEERIVAD JOOGID,A. LE COQ
1.95,3,PIIMATOOTED,VALIO EESTI AS
0.99,3,MUNAD,EESTI
2,3,"KALENDRID, PERIOODIKA",EESTI LOTO
1.79,1,ÕLU,JSC SVYTURYS-UTENOS ALUS
0.76,4,VALMISTOIT,HTÜ-TOOTMINE
1.24,2,VÄRSKE PUUVILI,ITAALIA
0.69,3,KOMMID,SCHWARTAU
0.89,3,"SINK, VORST",ATRIA EESTI AS
0.68,3,VÄRSKE KÖÖGIVILI,PERUU
2.97,3,LAHJAD ALKOH.JOOGID,A. LE COQ
0.68,2,HOMMIKUSÖÖGID,EUROOPA LIIT
6.4,2,TUBAKATOOTED,JT INTERNATIONAL
3.39,1,LEMMIKLOOMATOIDUD,MARS
0.47,2,PIIM,TERE AS
1.15,3,KARASTUS-JA TONISEERIVAD JOOGID,COCA-COLA HBC
0.69,1,KONDIITRITOOTED,EUROLEIB AS
0.8,1,MAITSEAINED,MEIRA
0.82,3,VESI,COCA-COLA HBC
0.45,2,VALMISTA ISE,RHUMVELD BALTIC OÜ
5.7,4,VÄRSKE LIHA,TALLEGG AS
1.09,1,VÄRSKE KÖÖGIVILI,EESTI
1.48,1,JUUSTUD,PRANTSUSMAA
0.75,1,KOMMID,KALEV
0.26,3,PAGARITOOTED,EESTI
0.56,2,PIIM,FARMI PIIMATÖÖSTUS AS
0.49,4,"KÜPSISED, VAHVLID",STABURADZES KONDITOREJA SIA
0.63,3,VÄRSKE PUUVILI,PANAMA
0.85,3,VALMISTOIT,RANNAROOTSI LIHATÖÖSTUS
1.45,3,"SINK, VORST",NÕO LIHATÖÖSTUS AS
2.95,2,JUUSTUD,ESTOVER PIIMATÖÖSTUS
7.19,3,JÕUL HOOAJALISED DEKOREERIMISKAUBAD,HIINA
3.1,1,KARASTUS-JA TONISEERIVAD JOOGID,COCA-COLA HBC
1.75,2,KÖÖGIVILJAKONSERV,SALVEST AS
3.35,1,VÄRSKE KALA,LEEDU
2.79,3,VÄLISMAINE RAHVUSTOIT,SANTA MARIA AS
1.49,1,"VÕI, MARGARIIN, VÕIDED",UNILEVER
5.89,1,ÕLU,A. LE COQ
1.77,4,JÄÄTIS,EESTI
0.65,3,KARASTUS-JA TONISEERIVAD JOOGID,SAKU ÕLLETEHAS
0.58,2,VESI,VÄRSKA
1.15,2,JOGURT,CAMPINA GMBH
0.65,2,PAGARITOOTED,EESTI PAGAR
0.89,1,"SINK, VORST",RANNAROOTSI LIHATÖÖSTUS
0.56,3,PIIM,FARMI PIIMATÖÖSTUS AS
1.29,1,"SINK, VORST",EESTI
1.69,2,KRÕPSUD,FRITO-LAY POLAND
1.19,1,JOGURT,VALIO EESTI AS
0.65,3,PIIM,FARMI PIIMATÖÖSTUS AS
1.45,1,ÐOKOLAADID,KALEV
0.49,2,PIIMATOOTED,ESTOVER PIIMATÖÖSTUS
1.03,3,VÄRSKE KÖÖGIVILI,POOLA
1.19,3,JUUSTUD,VIGALA PIIMATÖÖSTUS OÜ
4.55,3,PIIM,VALIO EESTI AS
0.91,2,KUIV.PUUV. JA PÄHKLID,EUROOPA LIIT
2.19,1,KARASTUS-JA TONISEERIVAD JOOGID,COCA-COLA HBC
0.61,1,PAGARITOOTED,EESTI PAGAR
0.65,2,ÐOKOLAADID,NESTLE
2.05,3,TÖÖDELDUD KALATOOTED,LEEDU
1.92,3,LAHJAD ALKOH.JOOGID,SAKU ÕLLETEHAS
0.75,1,PAGARITOOTED,EESTI PAGAR
0.84,3,"SUPID, PULJONGID, KASTMED",NESTLE
3.2,3,TUBAKATOOTED,JT INTERNATIONAL
0.52,2,PAGARITOOTED,EESTI
1.29,3,LAHJAD ALKOH.JOOGID,A. LE COQ
2.95,4,TUBAKATOOTED,PHILIP MORRIS
5.4,3,TUBAKATOOTED,BRITISH AMERICAN TOBACCOLAND
3.73,2,KUIV.PUUV. JA PÄHKLID,RHUMVELD BALTIC OÜ
0.85,2,LAHJAD ALKOH.JOOGID,VIRU ÕLU
0.95,4,VESI,ALDARIS AS
1.59,3,KODUKAUBAD,ROOTSI
0.95,1,PAGARITOOTED,EESTI PAGAR
0.56,3,PIIM,FARMI PIIMATÖÖSTUS AS
0.19,1,PIIMATOOTED,EESTI
1.35,4,JOGURT,TERE AS
0.75,2,VESI,A. LE COQ
9.99,2,KANGE ALKOHOL,ALCORDISTILLERY OÜ
1.19,1,PIIMATOOTED,EESTI
1.18,2,KARASTUS-JA TONISEERIVAD JOOGID,A. LE COQ
2.49,3,"KALENDRID, PERIOODIKA",LEHEPUNKT
1.38,2,ÕLU,A. LE COQ
0.27,3,KARTUL,EESTI
2.05,1,LEMMIKLOOMATOIDUD,SATURN PETFOOD GMBH
0.95,3,ÕLU,A. LE COQ
8.16,1,KUIVAINED,EESTI
2.89,2,KOSMEETIKA,LOREAL
0.56,1,PIIM,FARMI PIIMATÖÖSTUS AS
1.65,2,TEE,UNILEVER
3.49,2,VÄRSKE LIHA,RAKVERE LIHAKOMBINAAT AS
1.31,2,KODUKAUBAD,METSÄ TISSUE
1.59,2,JUUSTUD,TERE AS
1.39,2,KÜLMAD KASTMED,PÕLTSAMAA FELIX AS
3.15,3,PATAREID,PANASONIC
1.35,2,KOMMID,KALEV
5.34,3,JUUSTUD,AB MODEST
0.47,3,VÄRSKE KÖÖGIVILI,HISPAANIA
1.59,2,KARASTUS-JA TONISEERIVAD JOOGID,COCA-COLA HBC
1.75,3,KOMMID,KALEV
1.39,1,JOGURT,TERE AS
1.1,4,PAGARITOOTED,FAZER EESTI AS
0.69,3,"KÜPSISED, VAHVLID",POOLA
0.85,3,VALMISTOIT,MAKSIKÖÖK
3.25,1,KOHV,MEIRA
1.35,2,KOMMID,KALEV
3.3,1,TUBAKATOOTED,PHILIP MORRIS
0.69,2,PIIMATOOTED,EESTI
0.49,1,SUUVÄRSKENDAJAD,WRIGLEY
2.39,3,KONDIITRITOOTED,LÕUNA PAGARID
3.89,3,LAHJAD ALKOH.JOOGID,SAKU ÕLLETEHAS
5.86,2,VÄRSKE LIHA,TALLEGG AS
1.2,4,SUUVÄRSKENDAJAD,CHUPA CHUPS
1.2,1,PAGARITOOTED,EESTI PAGAR
3.4,3,VALMISTOIT,TALLEGG AS
0.85,3,PIIM,TERE AS
0.65,3,"KÜPSISED, VAHVLID",STABURADZES KONDITOREJA SIA
1.35,4,KOMMID,KALEV
